"日期","时间","证券代码","证券名称","买/卖","数量","成交价","成交金额","平仓盈亏","交易费用","成交类型"
"2026-04-22","2026-04-22 09:30:00.000","600881.SH","亚泰集团","买入","400","1.55","620","--","5","普通成交"
"2026-04-22","2026-04-22 09:30:00.000","002313.SZ","日海智能","买入","1600","8.37","13392","--","5","普通成交"
"2026-04-22","2026-04-22 09:30:00.000","002295.SZ","精艺股份","卖出","1100","11.02","12122","7.37 / 0.06%","17.12","普通成交"
"2026-04-22","2026-04-22 09:30:00.000","000025.SZ","特  力Ａ","卖出","300","16.22","4866","13.54 / 0.28%","9.87","普通成交"
"2026-04-21","2026-04-21 09:30:00.000","920374.BJ","云里物里","买入","200","21.25","4250","--","5","普通成交"
"2026-04-21","2026-04-21 09:30:00.000","600881.SH","亚泰集团","买入","2700","1.57","4239","--","5","普通成交"
"2026-04-21","2026-04-21 09:30:00.000","002313.SZ","日海智能","卖出","1500","8.57","12855","161.19 / 1.27%","17.86","普通成交"
"2026-04-20","2026-04-20 09:30:00.000","920374.BJ","云里物里","买入","20600","21.32","439192","--","131.76","普通成交"
"2026-04-20","2026-04-20 09:30:00.000","603072.SH","天和磁材","买入","21200","37.04","785248","--","235.57","普通成交"
"2026-04-20","2026-04-20 09:30:00.000","600881.SH","亚泰集团","买入","534700","1.57","839479","--","251.84","普通成交"
"2026-04-20","2026-04-20 09:30:00.000","002313.SZ","日海智能","买入","120000","8.46","1015200","--","304.56","普通成交"
"2026-04-20","2026-04-20 09:30:00.000","002295.SZ","精艺股份","买入","61100","11.01","672711","--","201.81","普通成交"
"2026-04-20","2026-04-20 09:30:00.000","000025.SZ","特  力Ａ","买入","38100","16.17","616077","--","184.82","普通成交"
"2026-03-31","2026-03-31 09:30:00.000","600689.SH","上海三毛","卖出","57900","13.28","768912","-14852.0 / -1.89%","999.59","普通成交"
"2026-03-31","2026-03-31 09:30:00.000","002295.SZ","精艺股份","卖出","61500","10.82","665430","48919.36 / 7.93%","865.06","普通成交"
"2026-03-31","2026-03-31 09:30:00.000","920249.BJ","利尔达","卖出","49000","8.03","393470","-60066.35 / -13.24%","511.51","普通成交"
"2026-03-31","2026-03-31 09:30:00.000","002313.SZ","日海智能","卖出","119100","8.91","1061181","-63015.36 / -5.61%","1379.54","普通成交"
"2026-03-31","2026-03-31 09:30:00.000","600881.SH","亚泰集团","卖出","412200","1.68","692496","-54375.44 / -7.28%","900.24","普通成交"
"2026-03-31","2026-03-31 09:30:00.000","603072.SH","天和磁材","卖出","21900","36.15","791685","23571.71 / 3.07%","1029.19","普通成交"
"2026-03-30","2026-03-30 09:30:00.000","920249.BJ","利尔达","买入","900","8.1","7290","--","5","普通成交"
"2026-03-30","2026-03-30 09:30:00.000","600881.SH","亚泰集团","卖出","1600","1.66","2656","-243.06 / -8.38%","7.66","普通成交"
"2026-03-30","2026-03-30 09:30:00.000","600689.SH","上海三毛","卖出","500","13.02","6510","-258.26 / -3.82%","11.51","普通成交"
"2026-03-30","2026-03-30 09:30:00.000","002313.SZ","日海智能","买入","700","8.61","6027","--","5","普通成交"
"2026-03-30","2026-03-30 09:30:00.000","002295.SZ","精艺股份","卖出","400","10.67","4268","258.17 / 6.44%","9.27","普通成交"
"2026-03-27","2026-03-27 09:30:00.000","920249.BJ","利尔达","买入","800","8.11","6488","--","5","普通成交"
"2026-03-27","2026-03-27 09:30:00.000","600881.SH","亚泰集团","买入","1700","1.64","2788","--","5","普通成交"
"2026-03-27","2026-03-27 09:30:00.000","600689.SH","上海三毛","卖出","800","12.56","10048","-781.21 / -7.21%","15.05","普通成交"
"2026-03-27","2026-03-27 09:30:00.000","002313.SZ","日海智能","买入","400","8.52","3408","--","5","普通成交"
"2026-03-27","2026-03-27 09:30:00.000","002295.SZ","精艺股份","买入","100","10.21","1021","--","5","普通成交"
"2026-03-26","2026-03-26 09:30:00.000","920249.BJ","利尔达","买入","300","8.68","2604","--","5","普通成交"
"2026-03-26","2026-03-26 09:30:00.000","603072.SH","天和磁材","买入","100","36.16","3616","--","5","普通成交"
"2026-03-26","2026-03-26 09:30:00.000","600881.SH","亚泰集团","卖出","3100","1.68","5208","-411.1 / -7.32%","10.21","普通成交"
"2026-03-26","2026-03-26 09:30:00.000","600689.SH","上海三毛","卖出","500","12.85","6425","-343.26 / -5.07%","11.43","普通成交"
"2026-03-26","2026-03-26 09:30:00.000","002295.SZ","精艺股份","买入","100","10.7","1070","--","5","普通成交"
"2026-03-25","2026-03-25 09:30:00.000","920249.BJ","利尔达","买入","2600","8.49","22074","--","6.62","普通成交"
"2026-03-25","2026-03-25 09:30:00.000","603072.SH","天和磁材","买入","600","35.32","21192","--","6.36","普通成交"
"2026-03-25","2026-03-25 09:30:00.000","600881.SH","亚泰集团","卖出","1100","1.62","1782","-211.87 / -10.63%","6.78","普通成交"
"2026-03-25","2026-03-25 09:30:00.000","600689.SH","上海三毛","卖出","700","12.58","8806","-669.56 / -7.07%","13.81","普通成交"
"2026-03-25","2026-03-25 09:30:00.000","002313.SZ","日海智能","卖出","1400","8.6","12040","-1185.86 / -8.97%","17.04","普通成交"
"2026-03-25","2026-03-25 09:30:00.000","002295.SZ","精艺股份","卖出","2000","10.59","21180","1133.99 / 5.66%","27.53","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","920249.BJ","利尔达","买入","300","8.71","2613","--","5","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","603072.SH","天和磁材","买入","20700","35.03","725121","--","217.54","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","600881.SH","亚泰集团","买入","3800","1.6","6080","--","5","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","600689.SH","上海三毛","买入","3100","11.94","37014","--","11.1","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","002313.SZ","日海智能","买入","20900","8.34","174306","--","52.29","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","002295.SZ","精艺股份","买入","63700","10.02","638274","--","191.48","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","920634.BJ","新威凌","卖出","29800","20.48","610304","-125744.91 / -17.08%","793.4","普通成交"
"2026-03-24","2026-03-24 09:30:00.000","605208.SH","永茂泰","卖出","63900","12.52","800028","-45376.2 / -5.37%","1040.04","普通成交"
"2026-03-23","2026-03-23 09:30:00.000","920249.BJ","利尔达","卖出","18700","8.89","166243","-8646.83 / -4.94%","216.12","普通成交"
"2026-03-23","2026-03-23 09:30:00.000","605208.SH","永茂泰","卖出","800","12.29","9832","-752.09 / -7.11%","14.83","普通成交"
"2026-03-23","2026-03-23 09:30:00.000","603072.SH","天和磁材","买入","500","35.9","17950","--","5.39","普通成交"
"2026-03-23","2026-03-23 09:30:00.000","600881.SH","亚泰集团","卖出","10900","1.65","17985","-1793.69 / -9.07%","23.38","普通成交"
"2026-03-23","2026-03-23 09:30:00.000","002313.SZ","日海智能","买入","100","8.5","850","--","5","普通成交"
"2026-03-20","2026-03-20 09:30:00.000","920634.BJ","新威凌","买入","800","21.9","17520","--","5.26","普通成交"
"2026-03-20","2026-03-20 09:30:00.000","920249.BJ","利尔达","卖出","300","9.38","2814","8.28 / 0.3%","7.81","普通成交"
"2026-03-20","2026-03-20 09:30:00.000","605208.SH","永茂泰","卖出","200","12.65","2530","-116.02 / -4.38%","7.53","普通成交"
"2026-03-20","2026-03-20 09:30:00.000","600881.SH","亚泰集团","买入","4600","1.7","7820","--","5","普通成交"
"2026-03-20","2026-03-20 09:30:00.000","600689.SH","上海三毛","卖出","300","13.13","3939","-147.81 / -3.62%","8.94","普通成交"
"2026-03-20","2026-03-20 09:30:00.000","002313.SZ","日海智能","卖出","200","9.12","1824","-112.51 / -5.81%","6.82","普通成交"
"2026-03-19","2026-03-19 09:30:00.000","920634.BJ","新威凌","买入","700","22.6","15820","--","5","普通成交"
"2026-03-19","2026-03-19 09:30:00.000","920249.BJ","利尔达","卖出","1700","9.33","15861","-38.08 / -0.24%","20.86","普通成交"
"2026-03-19","2026-03-19 09:30:00.000","605208.SH","永茂泰","卖出","1200","12.75","15300","-576.14 / -3.63%","20.3","普通成交"
"2026-03-19","2026-03-19 09:30:00.000","600881.SH","亚泰集团","买入","4700","1.72","8084","--","5","普通成交"
"2026-03-19","2026-03-19 09:30:00.000","600689.SH","上海三毛","买入","400","13.3","5320","--","5","普通成交"
"2026-03-19","2026-03-19 09:30:00.000","002313.SZ","日海智能","卖出","200","9.07","1814","-122.51 / -6.33%","6.81","普通成交"
"2026-03-18","2026-03-18 09:30:00.000","920249.BJ","利尔达","买入","500","9.29","4645","--","5","普通成交"
"2026-03-18","2026-03-18 09:30:00.000","605208.SH","永茂泰","买入","800","12.49","9992","--","5","普通成交"
"2026-03-18","2026-03-18 09:30:00.000","600881.SH","亚泰集团","卖出","14900","1.75","26075","-996.52 / -3.68%","33.9","普通成交"
"2026-03-18","2026-03-18 09:30:00.000","002313.SZ","日海智能","买入","200","9.07","1814","--","5","普通成交"
"2026-03-17","2026-03-17 09:30:00.000","920249.BJ","利尔达","买入","64300","9.35","601205","--","180.36","普通成交"
"2026-03-17","2026-03-17 09:30:00.000","605208.SH","永茂泰","买入","2400","12.97","31128","--","9.34","普通成交"
"2026-03-17","2026-03-17 09:30:00.000","600881.SH","亚泰集团","卖出","1900","1.73","3287","-165.07 / -4.78%","8.29","普通成交"
"2026-03-17","2026-03-17 09:30:00.000","600689.SH","上海三毛","卖出","200","13.53","2706","-18.97 / -0.7%","7.71","普通成交"
"2026-03-17","2026-03-17 09:30:00.000","002313.SZ","日海智能","买入","13100","9.26","121306","--","36.39","普通成交"
"2026-03-17","2026-03-17 09:30:00.000","301139.SZ","元道通信","卖出","39600","18.65","738540","-13044.96 / -1.74%","960.1","普通成交"
"2026-03-16","2026-03-16 09:30:00.000","920634.BJ","新威凌","卖出","500","23.8","11900","-515.17 / -4.15%","16.9","普通成交"
"2026-03-16","2026-03-16 09:30:00.000","605208.SH","永茂泰","买入","600","13.1","7860","--","5","普通成交"
"2026-03-16","2026-03-16 09:30:00.000","600881.SH","亚泰集团","买入","12400","1.71","21204","--","6.36","普通成交"
"2026-03-16","2026-03-16 09:30:00.000","600689.SH","上海三毛","卖出","2200","13.47","29634","-340.69 / -1.14%","38.52","普通成交"
"2026-03-16","2026-03-16 09:30:00.000","002313.SZ","日海智能","买入","1500","9.18","13770","--","5","普通成交"
"2026-03-13","2026-03-13 09:30:00.000","920634.BJ","新威凌","买入","400","24.18","9672","--","5","普通成交"
"2026-03-13","2026-03-13 09:30:00.000","605208.SH","永茂泰","卖出","900","13.45","12105","179.48 / 1.51%","17.11","普通成交"
"2026-03-13","2026-03-13 09:30:00.000","600881.SH","亚泰集团","卖出","6200","1.73","10726","-558.2 / -4.95%","15.73","普通成交"
"2026-03-13","2026-03-13 09:30:00.000","600689.SH","上海三毛","买入","900","13.32","11988","--","5","普通成交"
"2026-03-13","2026-03-13 09:30:00.000","301139.SZ","元道通信","买入","100","18.8","1880","--","5","普通成交"
"2026-03-13","2026-03-13 09:30:00.000","002313.SZ","日海智能","买入","400","9.25","3700","--","5","普通成交"
"2026-03-12","2026-03-12 09:30:00.000","920634.BJ","新威凌","卖出","400","25.15","10060","124.27 / 1.25%","15.06","普通成交"
"2026-03-12","2026-03-12 09:30:00.000","605208.SH","永茂泰","卖出","300","13.32","3996","20.83 / 0.52%","9","普通成交"
"2026-03-12","2026-03-12 09:30:00.000","600881.SH","亚泰集团","卖出","1900","1.73","3287","-171.06 / -4.95%","8.29","普通成交"
"2026-03-11","2026-03-11 09:30:00.000","920634.BJ","新威凌","买入","400","24.96","9984","--","5","普通成交"
"2026-03-11","2026-03-11 09:30:00.000","600881.SH","亚泰集团","买入","7400","1.73","12802","--","5","普通成交"
"2026-03-11","2026-03-11 09:30:00.000","600689.SH","上海三毛","买入","100","14.12","1412","--","5","普通成交"
"2026-03-11","2026-03-11 09:30:00.000","301139.SZ","元道通信","卖出","1000","19.35","19350","370.25 / 1.95%","25.16","普通成交"
"2026-03-11","2026-03-11 09:30:00.000","002313.SZ","日海智能","卖出","400","9.56","3824","-80.29 / -2.06%","8.82","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","920634.BJ","新威凌","买入","28400","24.83","705172","--","211.55","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","605208.SH","永茂泰","买入","8900","13.14","116946","--","35.08","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","600881.SH","亚泰集团","买入","4900","1.74","8526","--","5","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","600689.SH","上海三毛","买入","400","13.85","5540","--","5","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","301139.SZ","元道通信","卖出","100","18.65","1865","-32.97 / -1.74%","6.87","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","002313.SZ","日海智能","卖出","200","9.4","1880","-72.14 / -3.7%","6.88","普通成交"
"2026-03-10","2026-03-10 09:30:00.000","301622.SZ","英思特","卖出","12100","69","834900","21332.78 / 2.62%","1085.37","普通成交"
"2026-03-09","2026-03-09 09:30:00.000","605208.SH","永茂泰","买入","1200","12.71","15252","--","5","普通成交"
"2026-03-09","2026-03-09 09:30:00.000","600881.SH","亚泰集团","买入","11300","1.75","19775","--","5.93","普通成交"
"2026-03-09","2026-03-09 09:30:00.000","600689.SH","上海三毛","卖出","2600","13.79","35854","424.01 / 1.2%","46.61","普通成交"
"2026-03-09","2026-03-09 09:30:00.000","301139.SZ","元道通信","买入","400","18.3","7320","--","5","普通成交"
"2026-03-09","2026-03-09 09:30:00.000","002313.SZ","日海智能","卖出","700","9.18","6426","-406.5 / -5.95%","11.43","普通成交"
"2026-03-06","2026-03-06 09:30:00.000","605208.SH","永茂泰","买入","100","12.7","1270","--","5","普通成交"
"2026-03-06","2026-03-06 09:30:00.000","600881.SH","亚泰集团","买入","4900","1.72","8428","--","5","普通成交"
"2026-03-06","2026-03-06 09:30:00.000","600689.SH","上海三毛","买入","1100","13.49","14839","--","5","普通成交"
"2026-03-06","2026-03-06 09:30:00.000","301622.SZ","英思特","卖出","200","68.86","13772","324.61 / 2.41%","18.77","普通成交"
"2026-03-06","2026-03-06 09:30:00.000","301139.SZ","元道通信","卖出","100","18","1800","-98.64 / -5.2%","6.8","普通成交"
"2026-03-06","2026-03-06 09:30:00.000","002313.SZ","日海智能","卖出","400","9.3","3720","-184.29 / -4.72%","8.72","普通成交"
"2026-03-05","2026-03-05 09:30:00.000","605208.SH","永茂泰","卖出","500","12.7","6350","-290.7 / -4.38%","11.35","普通成交"
"2026-03-05","2026-03-05 09:30:00.000","600881.SH","亚泰集团","买入","4800","1.71","8208","--","5","普通成交"
"2026-03-05","2026-03-05 09:30:00.000","600689.SH","上海三毛","买入","300","13.75","4125","--","5","普通成交"
"2026-03-05","2026-03-05 09:30:00.000","301139.SZ","元道通信","买入","100","18","1800","--","5","普通成交"
"2026-03-05","2026-03-05 09:30:00.000","002313.SZ","日海智能","卖出","1000","9.4","9400","-360.71 / -3.7%","14.4","普通成交"
"2026-03-04","2026-03-04 09:30:00.000","605208.SH","永茂泰","买入","1400","12.3","17220","--","5.17","普通成交"
"2026-03-04","2026-03-04 09:30:00.000","600881.SH","亚泰集团","卖出","3900","1.73","6747","-379.31 / -5.32%","11.75","普通成交"
"2026-03-04","2026-03-04 09:30:00.000","600689.SH","上海三毛","卖出","200","13.55","2710","-15.73 / -0.58%","7.71","普通成交"
"2026-03-04","2026-03-04 09:30:00.000","301139.SZ","元道通信","卖出","100","17.61","1761","-137.87 / -7.26%","6.76","普通成交"
"2026-03-04","2026-03-04 09:30:00.000","002313.SZ","日海智能","卖出","100","8.95","895","-81.07 / -8.31%","5.9","普通成交"
"2026-03-03","2026-03-03 09:30:00.000","600881.SH","亚泰集团","卖出","2900","1.79","5191","-108.05 / -2.04%","10.19","普通成交"
"2026-03-03","2026-03-03 09:30:00.000","600689.SH","上海三毛","买入","200","14.31","2862","--","5","普通成交"
"2026-03-03","2026-03-03 09:30:00.000","301622.SZ","英思特","卖出","100","70.15","7015","291.3 / 4.33%","12.02","普通成交"
"2026-03-03","2026-03-03 09:30:00.000","002313.SZ","日海智能","买入","1400","9.35","13090","--","5","普通成交"
"2026-03-02","2026-03-02 09:30:00.000","605208.SH","永茂泰","卖出","1000","13.66","13660","352.48 / 2.65%","18.66","普通成交"
"2026-03-02","2026-03-02 09:30:00.000","600881.SH","亚泰集团","买入","8300","1.81","15023","--","5","普通成交"
"2026-03-02","2026-03-02 09:30:00.000","600689.SH","上海三毛","卖出","1000","14.52","14520","893.71 / 6.56%","19.52","普通成交"
"2026-02-27","2026-02-27 09:30:00.000","605208.SH","永茂泰","买入","100","13.51","1351","--","5","普通成交"
"2026-02-27","2026-02-27 09:30:00.000","600881.SH","亚泰集团","卖出","100","1.82","182","-0.76 / -0.42%","5.18","普通成交"
"2026-02-27","2026-02-27 09:30:00.000","600689.SH","上海三毛","买入","500","14.86","7430","--","5","普通成交"
